NASDAQOMX/NQGI,NASDAQ Global Index (NQGI)
NASDAQOMX/NQUSM2353CAD,NQ US Md Cap Bldg Matls & Fixtures CAD Index (NQUSM2353CAD)
NASDAQOMX/NQUSM2353AUD,NQ US Md Cap Bldg Matls & Fixtures AUD Index (NQUSM2353AUD)
NASDAQOMX/NQUSM2353AUDN,NQ US Md Cap Bldg Matls & Fixtures AUD NTR Index (NQUSM2353AUDN)
NASDAQOMX/NQUSM2353AUDT,NQ US Md Cap Bldg Matls & Fixtures AUD TR Index (NQUSM2353AUDT)
NASDAQOMX/NQUSM2353CADN,NQ US Md Cap Bldg Matls & Fixtures CAD NTR Index (NQUSM2353CADN)
NASDAQOMX/NQUSM2353CADT,NQ US Md Cap Bldg Matls & Fixtures CAD TR Index (NQUSM2353CADT)
NASDAQOMX/NQUSM2353EUR,NQ US Md Cap Bldg Matls & Fixtures EUR Index (NQUSM2353EUR)
NASDAQOMX/NQUSM2353EURT,NQ US Md Cap Bldg Matls & Fixtures EUR TR Index (NQUSM2353EURT)
NASDAQOMX/NQUSM2353EURN,NQ US Md Cap Bldg Matls & Fixtures EUR NTR Index (NQUSM2353EURN)
NASDAQOMX/NQUSM2353GBP,NQ US Md Cap Bldg Matls & Fixtures GBP Index (NQUSM2353GBP)
NASDAQOMX/NQUSM2353,NQ US Md Cap Bldg Matls & Fixtures Index (NQUSM2353)
NASDAQOMX/NQUSM2353GBPN,NQ US Md Cap Bldg Matls & Fixtures GBP NTR Index (NQUSM2353GBPN)
NASDAQOMX/NQUSM2353GBPT,NQ US Md Cap Bldg Matls & Fixtures GBP TR Index (NQUSM2353GBPT)
NASDAQOMX/NQUSM2353JPY,NQ US Md Cap Bldg Matls & Fixtures JPY Index (NQUSM2353JPY)
NASDAQOMX/NQUSM2353JPYN,NQ US Md Cap Bldg Matls & Fixtures JPY NTR Index (NQUSM2353JPYN)
NASDAQOMX/NQUSM2353T,NQ US Md Cap Bldg Matls & Fixtures TR Index (NQUSM2353T)
NASDAQOMX/NQUSM2353N,NQ US Md Cap Bldg Matls & Fixtures NTR Index (NQUSM2353N)
NASDAQOMX/NQUSM2353JPYT,NQ US Md Cap Bldg Matls & Fixtures JPY TR Index (NQUSM2353JPYT)
NASDAQOMX/NQUSM5553AUD,NQ US Md Cap Broadcasting & Ent AUD Index (NQUSM5553AUD)
NASDAQOMX/NQUSM5553AUDN,NQ US Md Cap Broadcasting & Ent AUD NTR Index (NQUSM5553AUDN)
NASDAQOMX/NQUSM5553CADT,NQ US Md Cap Broadcasting & Ent CAD TR Index (NQUSM5553CADT)
NASDAQOMX/NQUSM5553AUDT,NQ US Md Cap Broadcasting & Ent AUD TR Index (NQUSM5553AUDT)
NASDAQOMX/NQUSM5553CADN,NQ US Md Cap Broadcasting & Ent CAD NTR Index (NQUSM5553CADN)
NASDAQOMX/NQUSM5553CAD,NQ US Md Cap Broadcasting & Ent CAD Index (NQUSM5553CAD)
NASDAQOMX/NQUSM5553GBPT,NQ US Md Cap Broadcasting & Ent GBP TR Index (NQUSM5553GBPT)
NASDAQOMX/NQUSM5553EURN,NQ US Md Cap Broadcasting & Ent EUR NTR Index (NQUSM5553EURN)
NASDAQOMX/NQUSM5553EUR,NQ US Md Cap Broadcasting & Ent EUR Index (NQUSM5553EUR)
NASDAQOMX/NQUSM5553EURT,NQ US Md Cap Broadcasting & Ent EUR TR Index (NQUSM5553EURT)
NASDAQOMX/NQUSM5553GBPN,NQ US Md Cap Broadcasting & Ent GBP NTR Index (NQUSM5553GBPN)
NASDAQOMX/NQUSM5553,NQ US Md Cap Broadcasting & Ent Index (NQUSM5553)
NASDAQOMX/NQUSM5553GBP,NQ US Md Cap Broadcasting & Ent GBP Index (NQUSM5553GBP)
NASDAQOMX/NQUSM5553JPY,NQ US Md Cap Broadcasting & Ent JPY Index (NQUSM5553JPY)
NASDAQOMX/NQUSM5553JPYN,NQ US Md Cap Broadcasting & Ent JPY NTR Index (NQUSM5553JPYN)
NASDAQOMX/NQUSM5553JPYT,NQ US Md Cap Broadcasting & Ent JPY TR Index (NQUSM5553JPYT)
NASDAQOMX/NQUSM5373CADN,NQ US Md Cap Broadline Rtlrs CAD NTR Index (NQUSM5373CADN)
NASDAQOMX/NQUSM5553T,NQ US Md Cap Broadcasting & Ent TR Index (NQUSM5553T)
NASDAQOMX/NQUSM5553N,NQ US Md Cap Broadcasting & Ent NTR Index (NQUSM5553N)
NASDAQOMX/NQUSM5373AUD,NQ US Md Cap Broadline Rtlrs AUD Index (NQUSM5373AUD)
NASDAQOMX/NQUSM5373CAD,NQ US Md Cap Broadline Rtlrs CAD Index (NQUSM5373CAD)
NASDAQOMX/NQUSM5373AUDT,NQ US Md Cap Broadline Rtlrs AUD TR Index (NQUSM5373AUDT)
NASDAQOMX/NQUSM5373AUDN,NQ US Md Cap Broadline Rtlrs AUD NTR Index (NQUSM5373AUDN)
NASDAQOMX/NQUSM5373CADT,NQ US Md Cap Broadline Rtlrs CAD TR Index (NQUSM5373CADT)
NASDAQOMX/NQUSM5373EUR,NQ US Md Cap Broadline Rtlrs EUR Index (NQUSM5373EUR)
NASDAQOMX/NQUSM5373EURN,NQ US Md Cap Broadline Rtlrs EUR NTR Index (NQUSM5373EURN)
NASDAQOMX/NQUSM5373EURT,NQ US Md Cap Broadline Rtlrs EUR TR Index (NQUSM5373EURT)
NASDAQOMX/NQUSM5373GBP,NQ US Md Cap Broadline Rtlrs GBP Index (NQUSM5373GBP)
NASDAQOMX/NQUSM5373GBPN,NQ US Md Cap Broadline Rtlrs GBP NTR Index (NQUSM5373GBPN)
NASDAQOMX/NQUSM5373GBPT,NQ US Md Cap Broadline Rtlrs GBP TR Index (NQUSM5373GBPT)
NASDAQOMX/NQUSM5373JPY,NQ US Md Cap Broadline Rtlrs JPY Index (NQUSM5373JPY)
NASDAQOMX/NQUSM5373JPYT,NQ US Md Cap Broadline Rtlrs JPY TR Index (NQUSM5373JPYT)
NASDAQOMX/NQUSM5373JPYN,NQ US Md Cap Broadline Rtlrs JPY NTR Index (NQUSM5373JPYN)
NASDAQOMX/NQUSM5373,NQ US Md Cap Broadline Rtlrs Index (NQUSM5373)
NASDAQOMX/NQUSM5373T,NQ US Md Cap Broadline Rtlrs TR Index (NQUSM5373T)
NASDAQOMX/NQUSM5373N,NQ US Md Cap Broadline Rtlrs NTR Index (NQUSM5373N)
NASDAQOMX/NQUSM2791AUD,NQ US Md Cap Bus Support Svcs AUD Index (NQUSM2791AUD)
NASDAQOMX/NQUSM2791AUDN,NQ US Md Cap Bus Support Svcs AUD NTR Index (NQUSM2791AUDN)
NASDAQOMX/NQUSM2791AUDT,NQ US Md Cap Bus Support Svcs AUD TR Index (NQUSM2791AUDT)
NASDAQOMX/NQUSM2791CADN,NQ US Md Cap Bus Support Svcs CAD NTR Index (NQUSM2791CADN)
NASDAQOMX/NQUSM2791CAD,NQ US Md Cap Bus Support Svcs CAD Index (NQUSM2791CAD)
NASDAQOMX/NQUSM2791EURN,NQ US Md Cap Bus Support Svcs EUR NTR Index (NQUSM2791EURN)
NASDAQOMX/NQUSM2791EUR,NQ US Md Cap Bus Support Svcs EUR Index (NQUSM2791EUR)
NASDAQOMX/NQUSM2791EURT,NQ US Md Cap Bus Support Svcs EUR TR Index (NQUSM2791EURT)
NASDAQOMX/NQUSM2791CADT,NQ US Md Cap Bus Support Svcs CAD TR Index (NQUSM2791CADT)
NASDAQOMX/NQUSM2791GBPN,NQ US Md Cap Bus Support Svcs GBP NTR Index (NQUSM2791GBPN)
NASDAQOMX/NQUSM2791GBP,NQ US Md Cap Bus Support Svcs GBP Index (NQUSM2791GBP)
NASDAQOMX/NQUSM2791GBPT,NQ US Md Cap Bus Support Svcs GBP TR Index (NQUSM2791GBPT)
NASDAQOMX/NQUSM2791,NQ US Md Cap Bus Support Svcs Index (NQUSM2791)
NASDAQOMX/NQUSM2791N,NQ US Md Cap Bus Support Svcs NTR Index (NQUSM2791N)
NASDAQOMX/NQUSM2791JPYN,NQ US Md Cap Bus Support Svcs JPY NTR Index (NQUSM2791JPYN)
NASDAQOMX/NQUSM2791JPY,NQ US Md Cap Bus Support Svcs JPY Index (NQUSM2791JPY)
NASDAQOMX/NQUSM2791JPYT,NQ US Md Cap Bus Support Svcs JPY TR Index (NQUSM2791JPYT)
NASDAQOMX/NQUSM2791T,NQ US Md Cap Bus Support Svcs TR Index (NQUSM2791T)
NASDAQOMX/NQUSM1300AUDN,NQ US Md Cap Chemicals AUD NTR Index (NQUSM1300AUDN)
NASDAQOMX/NQUSM1300CADN,NQ US Md Cap Chemicals CAD NTR Index (NQUSM1300CADN)
NASDAQOMX/NQUSM1300AUD,NQ US Md Cap Chemicals AUD Index (NQUSM1300AUD)
NASDAQOMX/NQUSM1300CAD,NQ US Md Cap Chemicals CAD Index (NQUSM1300CAD)
NASDAQOMX/NQUSM1300AUDT,NQ US Md Cap Chemicals AUD TR Index (NQUSM1300AUDT)
NASDAQOMX/NQUSM1300CADT,NQ US Md Cap Chemicals CAD TR Index (NQUSM1300CADT)
NASDAQOMX/NQUSM1300EUR,NQ US Md Cap Chemicals EUR Index (NQUSM1300EUR)
NASDAQOMX/NQUSM1300JPY,NQ US Md Cap Chemicals JPY Index (NQUSM1300JPY)
NASDAQOMX/NQUSM1300EURN,NQ US Md Cap Chemicals EUR NTR Index (NQUSM1300EURN)
NASDAQOMX/NQUSM1300GBPT,NQ US Md Cap Chemicals GBP TR Index (NQUSM1300GBPT)
NASDAQOMX/NQUSM1300EURT,NQ US Md Cap Chemicals EUR TR Index (NQUSM1300EURT)
NASDAQOMX/NQUSM1300GBPN,NQ US Md Cap Chemicals GBP NTR Index (NQUSM1300GBPN)
NASDAQOMX/NQUSM1300GBP,NQ US Md Cap Chemicals GBP Index (NQUSM1300GBP)
NASDAQOMX/NQUSM1300,NQ US Md Cap Chemicals Index (NQUSM1300)
NASDAQOMX/NQUSM1300JPYN,NQ US Md Cap Chemicals JPY NTR Index (NQUSM1300JPYN)
NASDAQOMX/NQUSM1300JPYT,NQ US Md Cap Chemicals JPY TR Index (NQUSM1300JPYT)
NASDAQOMX/NQUSM1300N,NQ US Md Cap Chemicals NTR Index (NQUSM1300N)
NASDAQOMX/NQUSM3763AUDN,NQ US Md Cap Clothing & Accessories AUD NTR Index (NQUSM3763AUDN)
NASDAQOMX/NQUSM1300T,NQ US Md Cap Chemicals TR Index (NQUSM1300T)
NASDAQOMX/NQUSM3763AUD,NQ US Md Cap Clothing & Accessories AUD Index (NQUSM3763AUD)
NASDAQOMX/NQUSM3763CAD,NQ US Md Cap Clothing & Accessories CAD Index (NQUSM3763CAD)
NASDAQOMX/NQUSM3763AUDT,NQ US Md Cap Clothing & Accessories AUD TR Index (NQUSM3763AUDT)
NASDAQOMX/NQUSM3763CADN,NQ US Md Cap Clothing & Accessories CAD NTR Index (NQUSM3763CADN)
NASDAQOMX/NQUSM3763EURN,NQ US Md Cap Clothing & Accessories EUR NTR Index (NQUSM3763EURN)
NASDAQOMX/NQUSM3763CADT,NQ US Md Cap Clothing & Accessories CAD TR Index (NQUSM3763CADT)
NASDAQOMX/NQUSM3763EUR,NQ US Md Cap Clothing & Accessories EUR Index (NQUSM3763EUR)
NASDAQOMX/NQUSM3763EURT,NQ US Md Cap Clothing & Accessories EUR TR Index (NQUSM3763EURT)
NASDAQOMX/NQUSM3763GBP,NQ US Md Cap Clothing & Accessories GBP Index (NQUSM3763GBP)
NASDAQOMX/NQUSM3763GBPN,NQ US Md Cap Clothing & Accessories GBP NTR Index (NQUSM3763GBPN)
NASDAQOMX/NQUSM3763GBPT,NQ US Md Cap Clothing & Accessories GBP TR Index (NQUSM3763GBPT)
NASDAQOMX/NQUSM3763JPY,NQ US Md Cap Clothing & Accessories JPY Index (NQUSM3763JPY)
NASDAQOMX/NQUSM3763,NQ US Md Cap Clothing & Accessories Index (NQUSM3763)
NASDAQOMX/NQUSM3763JPYT,NQ US Md Cap Clothing & Accessories JPY TR Index (NQUSM3763JPYT)
NASDAQOMX/NQUSM3763JPYN,NQ US Md Cap Clothing & Accessories JPY NTR Index (NQUSM3763JPYN)
NASDAQOMX/NQUSM3763N,NQ US Md Cap Clothing & Accessories NTR Index (NQUSM3763N)
NASDAQOMX/NQUSM3000AUD,NQ US Md Cap Cnsmr Goods AUD Index (NQUSM3000AUD)
NASDAQOMX/NQUSM3763T,NQ US Md Cap Clothing & Accessories TR Index (NQUSM3763T)
NASDAQOMX/NQUSM3000AUDN,NQ US Md Cap Cnsmr Goods AUD NTR Index (NQUSM3000AUDN)
NASDAQOMX/NQUSM3000AUDT,NQ US Md Cap Cnsmr Goods AUD TR Index (NQUSM3000AUDT)
NASDAQOMX/NQUSM3000CAD,NQ US Md Cap Cnsmr Goods CAD Index (NQUSM3000CAD)
NASDAQOMX/NQUSM3000CADT,NQ US Md Cap Cnsmr Goods CAD TR Index (NQUSM3000CADT)
NASDAQOMX/NQUSM3000CADN,NQ US Md Cap Cnsmr Goods CAD NTR Index (NQUSM3000CADN)
NASDAQOMX/NQUSM3000GBPT,NQ US Md Cap Cnsmr Goods GBP TR Index (NQUSM3000GBPT)
NASDAQOMX/NQUSM3000GBP,NQ US Md Cap Cnsmr Goods GBP Index (NQUSM3000GBP)
NASDAQOMX/NQUSM3000EURT,NQ US Md Cap Cnsmr Goods EUR TR Index (NQUSM3000EURT)
NASDAQOMX/NQUSM3000EUR,NQ US Md Cap Cnsmr Goods EUR Index (NQUSM3000EUR)
NASDAQOMX/NQUSM3000GBPN,NQ US Md Cap Cnsmr Goods GBP NTR Index (NQUSM3000GBPN)
NASDAQOMX/NQUSM3000EURN,NQ US Md Cap Cnsmr Goods EUR NTR Index (NQUSM3000EURN)
NASDAQOMX/NQUSM3000JPYN,NQ US Md Cap Cnsmr Goods JPY NTR Index (NQUSM3000JPYN)
NASDAQOMX/NQUSM3000JPY,NQ US Md Cap Cnsmr Goods JPY Index (NQUSM3000JPY)
NASDAQOMX/NQUSM3000,NQ US Md Cap Cnsmr Goods Index (NQUSM3000)
NASDAQOMX/NQUSM3000JPYT,NQ US Md Cap Cnsmr Goods JPY TR Index (NQUSM3000JPYT)
NASDAQOMX/NQUSM3000T,NQ US Md Cap Cnsmr Goods TR Index (NQUSM3000T)
NASDAQOMX/NQUSM5000AUD,NQ US Md Cap Cnsmr Svcs AUD Index (NQUSM5000AUD)
NASDAQOMX/NQUSM3000N,NQ US Md Cap Cnsmr Goods NTR Index (NQUSM3000N)
NASDAQOMX/NQUSM5000AUDT,NQ US Md Cap Cnsmr Svcs AUD TR Index (NQUSM5000AUDT)
NASDAQOMX/NQUSM5000AUDN,NQ US Md Cap Cnsmr Svcs AUD NTR Index (NQUSM5000AUDN)
NASDAQOMX/NQUSM5000CAD,NQ US Md Cap Cnsmr Svcs CAD Index (NQUSM5000CAD)
NASDAQOMX/NQUSM5000CADN,NQ US Md Cap Cnsmr Svcs CAD NTR Index (NQUSM5000CADN)
NASDAQOMX/NQUSM5000CADT,NQ US Md Cap Cnsmr Svcs CAD TR Index (NQUSM5000CADT)
NASDAQOMX/NQUSM5000EUR,NQ US Md Cap Cnsmr Svcs EUR Index (NQUSM5000EUR)
NASDAQOMX/NQUSM5000EURT,NQ US Md Cap Cnsmr Svcs EUR TR Index (NQUSM5000EURT)
NASDAQOMX/NQUSM5000GBP,NQ US Md Cap Cnsmr Svcs GBP Index (NQUSM5000GBP)
NASDAQOMX/NQUSM5000EURN,NQ US Md Cap Cnsmr Svcs EUR NTR Index (NQUSM5000EURN)
NASDAQOMX/NQUSM5000GBPN,NQ US Md Cap Cnsmr Svcs GBP NTR Index (NQUSM5000GBPN)
NASDAQOMX/NQUSM5000GBPT,NQ US Md Cap Cnsmr Svcs GBP TR Index (NQUSM5000GBPT)
NASDAQOMX/NQUSM5000,NQ US Md Cap Cnsmr Svcs Index (NQUSM5000)
NASDAQOMX/NQUSM5000JPYT,NQ US Md Cap Cnsmr Svcs JPY TR Index (NQUSM5000JPYT)
NASDAQOMX/NQUSM5000JPYN,NQ US Md Cap Cnsmr Svcs JPY NTR Index (NQUSM5000JPYN)
NASDAQOMX/NQUSM5000JPY,NQ US Md Cap Cnsmr Svcs JPY Index (NQUSM5000JPY)
NASDAQOMX/NQUSM5000N,NQ US Md Cap Cnsmr Svcs NTR Index (NQUSM5000N)
NASDAQOMX/NQUSM5000T,NQ US Md Cap Cnsmr Svcs TR Index (NQUSM5000T)
NASDAQOMX/NQUSM7535AUDN,NQ US Md Cap Cnvtnl Eltrcty AUD NTR Index (NQUSM7535AUDN)
NASDAQOMX/NQUSM7535AUDT,NQ US Md Cap Cnvtnl Eltrcty AUD TR Index (NQUSM7535AUDT)
NASDAQOMX/NQUSM7535AUD,NQ US Md Cap Cnvtnl Eltrcty AUD Index (NQUSM7535AUD)
NASDAQOMX/NQUSM7535CAD,NQ US Md Cap Cnvtnl Eltrcty CAD Index (NQUSM7535CAD)
NASDAQOMX/NQUSM7535CADN,NQ US Md Cap Cnvtnl Eltrcty CAD NTR Index (NQUSM7535CADN)
NASDAQOMX/NQUSM7535CADT,NQ US Md Cap Cnvtnl Eltrcty CAD TR Index (NQUSM7535CADT)
NASDAQOMX/NQUSM7535EURN,NQ US Md Cap Cnvtnl Eltrcty EUR NTR Index (NQUSM7535EURN)
NASDAQOMX/NQUSM7535EUR,NQ US Md Cap Cnvtnl Eltrcty EUR Index (NQUSM7535EUR)
NASDAQOMX/NQUSM7535EURT,NQ US Md Cap Cnvtnl Eltrcty EUR TR Index (NQUSM7535EURT)
NASDAQOMX/NQUSM7535GBP,NQ US Md Cap Cnvtnl Eltrcty GBP Index (NQUSM7535GBP)
NASDAQOMX/NQUSM7535,NQ US Md Cap Cnvtnl Eltrcty Index (NQUSM7535)
NASDAQOMX/NQUSM7535JPY,NQ US Md Cap Cnvtnl Eltrcty JPY Index (NQUSM7535JPY)
NASDAQOMX/NQUSM7535GBPT,NQ US Md Cap Cnvtnl Eltrcty GBP TR Index (NQUSM7535GBPT)
NASDAQOMX/NQUSM7535GBPN,NQ US Md Cap Cnvtnl Eltrcty GBP NTR Index (NQUSM7535GBPN)
NASDAQOMX/NQUSM7535JPYT,NQ US Md Cap Cnvtnl Eltrcty JPY TR Index (NQUSM7535JPYT)
NASDAQOMX/NQUSM7535T,NQ US Md Cap Cnvtnl Eltrcty TR Index (NQUSM7535T)
NASDAQOMX/NQUSM7535JPYN,NQ US Md Cap Cnvtnl Eltrcty JPY NTR Index (NQUSM7535JPYN)
NASDAQOMX/NQUSM7535N,NQ US Md Cap Cnvtnl Eltrcty NTR Index (NQUSM7535N)
NASDAQOMX/NQUSM2753AUD,NQ US Md Cap Comml Vehicles & Trucks AUD Index (NQUSM2753AUD)
NASDAQOMX/NQUSM2753AUDN,NQ US Md Cap Comml Vehicles & Trucks AUD NTR Index (NQUSM2753AUDN)
NASDAQOMX/NQUSM2753CAD,NQ US Md Cap Comml Vehicles & Trucks CAD Index (NQUSM2753CAD)
NASDAQOMX/NQUSM2753AUDT,NQ US Md Cap Comml Vehicles & Trucks AUD TR Index (NQUSM2753AUDT)
NASDAQOMX/NQUSM2753CADT,NQ US Md Cap Comml Vehicles & Trucks CAD TR Index (NQUSM2753CADT)
NASDAQOMX/NQUSM2753CADN,NQ US Md Cap Comml Vehicles & Trucks CAD NTR Index (NQUSM2753CADN)
NASDAQOMX/NQUSM2753EURT,NQ US Md Cap Comml Vehicles & Trucks EUR TR Index (NQUSM2753EURT)
NASDAQOMX/NQUSM2753GBP,NQ US Md Cap Comml Vehicles & Trucks GBP Index (NQUSM2753GBP)
NASDAQOMX/NQUSM2753EUR,NQ US Md Cap Comml Vehicles & Trucks EUR Index (NQUSM2753EUR)
NASDAQOMX/NQUSM2753GBPT,NQ US Md Cap Comml Vehicles & Trucks GBP TR Index (NQUSM2753GBPT)
NASDAQOMX/NQUSM2753EURN,NQ US Md Cap Comml Vehicles & Trucks EUR NTR Index (NQUSM2753EURN)
NASDAQOMX/NQUSM2753GBPN,NQ US Md Cap Comml Vehicles & Trucks GBP NTR Index (NQUSM2753GBPN)
NASDAQOMX/NQUSM2753,NQ US Md Cap Comml Vehicles & Trucks Index (NQUSM2753)
NASDAQOMX/NQUSM2753JPY,NQ US Md Cap Comml Vehicles & Trucks JPY Index (NQUSM2753JPY)
NASDAQOMX/NQUSM2753JPYN,NQ US Md Cap Comml Vehicles & Trucks JPY NTR Index (NQUSM2753JPYN)
NASDAQOMX/NQUSM2753JPYT,NQ US Md Cap Comml Vehicles & Trucks JPY TR Index (NQUSM2753JPYT)
NASDAQOMX/NQUSM2753T,NQ US Md Cap Comml Vehicles & Trucks TR Index (NQUSM2753T)
NASDAQOMX/NQUSM1353AUD,NQ US Md Cap Commodity Chemicals AUD Index (NQUSM1353AUD)
NASDAQOMX/NQUSM1353AUDN,NQ US Md Cap Commodity Chemicals AUD NTR Index (NQUSM1353AUDN)
NASDAQOMX/NQUSM2753N,NQ US Md Cap Comml Vehicles & Trucks NTR Index (NQUSM2753N)
NASDAQOMX/NQUSM1353AUDT,NQ US Md Cap Commodity Chemicals AUD TR Index (NQUSM1353AUDT)
NASDAQOMX/NQUSM1353CAD,NQ US Md Cap Commodity Chemicals CAD Index (NQUSM1353CAD)
NASDAQOMX/NQUSM1353CADN,NQ US Md Cap Commodity Chemicals CAD NTR Index (NQUSM1353CADN)
NASDAQOMX/NQUSM1353CADT,NQ US Md Cap Commodity Chemicals CAD TR Index (NQUSM1353CADT)
NASDAQOMX/NQUSM1353EUR,NQ US Md Cap Commodity Chemicals EUR Index (NQUSM1353EUR)
NASDAQOMX/NQUSM1353EURN,NQ US Md Cap Commodity Chemicals EUR NTR Index (NQUSM1353EURN)
NASDAQOMX/NQUSM1353EURT,NQ US Md Cap Commodity Chemicals EUR TR Index (NQUSM1353EURT)
NASDAQOMX/NQUSM1353GBP,NQ US Md Cap Commodity Chemicals GBP Index (NQUSM1353GBP)
NASDAQOMX/NQUSM1353GBPT,NQ US Md Cap Commodity Chemicals GBP TR Index (NQUSM1353GBPT)
NASDAQOMX/NQUSM1353GBPN,NQ US Md Cap Commodity Chemicals GBP NTR Index (NQUSM1353GBPN)
NASDAQOMX/NQUSM1353,NQ US Md Cap Commodity Chemicals Index (NQUSM1353)
NASDAQOMX/NQUSM9572AUD,NQ US Md Cap Comp Hardware AUD Index (NQUSM9572AUD)
NASDAQOMX/NQUSM1353JPYT,NQ US Md Cap Commodity Chemicals JPY TR Index (NQUSM1353JPYT)
NASDAQOMX/NQUSM1353JPY,NQ US Md Cap Commodity Chemicals JPY Index (NQUSM1353JPY)
NASDAQOMX/NQUSM1353JPYN,NQ US Md Cap Commodity Chemicals JPY NTR Index (NQUSM1353JPYN)
NASDAQOMX/NQUSM1353N,NQ US Md Cap Commodity Chemicals NTR Index (NQUSM1353N)
NASDAQOMX/NQUSM1353T,NQ US Md Cap Commodity Chemicals TR Index (NQUSM1353T)
NASDAQOMX/NQUSM9572AUDN,NQ US Md Cap Comp Hardware AUD NTR Index (NQUSM9572AUDN)
NASDAQOMX/NQUSM9572AUDT,NQ US Md Cap Comp Hardware AUD TR Index (NQUSM9572AUDT)
NASDAQOMX/NQUSM9572CAD,NQ US Md Cap Comp Hardware CAD Index (NQUSM9572CAD)
NASDAQOMX/NQUSM9572CADN,NQ US Md Cap Comp Hardware CAD NTR Index (NQUSM9572CADN)
NASDAQOMX/NQUSM9572EUR,NQ US Md Cap Comp Hardware EUR Index (NQUSM9572EUR)
NASDAQOMX/NQUSM9572EURT,NQ US Md Cap Comp Hardware EUR TR Index (NQUSM9572EURT)
NASDAQOMX/NQUSM9572GBP,NQ US Md Cap Comp Hardware GBP Index (NQUSM9572GBP)
NASDAQOMX/NQUSM9572CADT,NQ US Md Cap Comp Hardware CAD TR Index (NQUSM9572CADT)
NASDAQOMX/NQUSM9572EURN,NQ US Md Cap Comp Hardware EUR NTR Index (NQUSM9572EURN)
NASDAQOMX/NQUSM9572GBPN,NQ US Md Cap Comp Hardware GBP NTR Index (NQUSM9572GBPN)
NASDAQOMX/NQUSM9572GBPT,NQ US Md Cap Comp Hardware GBP TR Index (NQUSM9572GBPT)
NASDAQOMX/NQUSM9572,NQ US Md Cap Comp Hardware Index (NQUSM9572)
NASDAQOMX/NQUSM9572JPY,NQ US Md Cap Comp Hardware JPY Index (NQUSM9572JPY)
NASDAQOMX/NQUSM9572JPYN,NQ US Md Cap Comp Hardware JPY NTR Index (NQUSM9572JPYN)
NASDAQOMX/NQUSM9572JPYT,NQ US Md Cap Comp Hardware JPY TR Index (NQUSM9572JPYT)
NASDAQOMX/NQUSM9572T,NQ US Md Cap Comp Hardware TR Index (NQUSM9572T)
NASDAQOMX/NQUSM9533AUD,NQ US Md Cap Comp Svcs AUD Index (NQUSM9533AUD)
NASDAQOMX/NQUSM9533AUDN,NQ US Md Cap Comp Svcs AUD NTR Index (NQUSM9533AUDN)
NASDAQOMX/NQUSM9533AUDT,NQ US Md Cap Comp Svcs AUD TR Index (NQUSM9533AUDT)
NASDAQOMX/NQUSM9572N,NQ US Md Cap Comp Hardware NTR Index (NQUSM9572N)
NASDAQOMX/NQUSM9533CAD,NQ US Md Cap Comp Svcs CAD Index (NQUSM9533CAD)
NASDAQOMX/NQUSM9533CADT,NQ US Md Cap Comp Svcs CAD TR Index (NQUSM9533CADT)
NASDAQOMX/NQUSM9533EURN,NQ US Md Cap Comp Svcs EUR NTR Index (NQUSM9533EURN)
NASDAQOMX/NQUSM9533EUR,NQ US Md Cap Comp Svcs EUR Index (NQUSM9533EUR)
NASDAQOMX/NQUSM9533CADN,NQ US Md Cap Comp Svcs CAD NTR Index (NQUSM9533CADN)
NASDAQOMX/NQUSM9533GBPT,NQ US Md Cap Comp Svcs GBP TR Index (NQUSM9533GBPT)
NASDAQOMX/NQUSM9533GBP,NQ US Md Cap Comp Svcs GBP Index (NQUSM9533GBP)
NASDAQOMX/NQUSM9533EURT,NQ US Md Cap Comp Svcs EUR TR Index (NQUSM9533EURT)
NASDAQOMX/NQUSM9533GBPN,NQ US Md Cap Comp Svcs GBP NTR Index (NQUSM9533GBPN)
NASDAQOMX/NQUSM9533,NQ US Md Cap Comp Svcs Index (NQUSM9533)
NASDAQOMX/NQUSM9533JPY,NQ US Md Cap Comp Svcs JPY Index (NQUSM9533JPY)
NASDAQOMX/NQUSM9533JPYT,NQ US Md Cap Comp Svcs JPY TR Index (NQUSM9533JPYT)
NASDAQOMX/NQUSM9533JPYN,NQ US Md Cap Comp Svcs JPY NTR Index (NQUSM9533JPYN)
NASDAQOMX/NQUSM9533T,NQ US Md Cap Comp Svcs TR Index (NQUSM9533T)
NASDAQOMX/NQUSM9533N,NQ US Md Cap Comp Svcs NTR Index (NQUSM9533N)
NASDAQOMX/NQUSM2300AUD,NQ US Md Cap Constr & Matls AUD Index (NQUSM2300AUD)
NASDAQOMX/NQUSM2300CAD,NQ US Md Cap Constr & Matls CAD Index (NQUSM2300CAD)
NASDAQOMX/NQUSM2300AUDN,NQ US Md Cap Constr & Matls AUD NTR Index (NQUSM2300AUDN)
NASDAQOMX/NQUSM2300AUDT,NQ US Md Cap Constr & Matls AUD TR Index (NQUSM2300AUDT)
NASDAQOMX/NQUSM2300CADN,NQ US Md Cap Constr & Matls CAD NTR Index (NQUSM2300CADN)
NASDAQOMX/NQUSM2300CADT,NQ US Md Cap Constr & Matls CAD TR Index (NQUSM2300CADT)
NASDAQOMX/NQUSM2300EUR,NQ US Md Cap Constr & Matls EUR Index (NQUSM2300EUR)
NASDAQOMX/NQUSM2300EURN,NQ US Md Cap Constr & Matls EUR NTR Index (NQUSM2300EURN)
